NREL's S834 Airfoil
   x/c        y/c
1.000000   0.000000
0.996064   0.000606
0.984816   0.003101
0.967539   0.007914
0.945483   0.014649
0.919407   0.022470
0.889501   0.030561
0.855652   0.038699
0.818293   0.046926
0.777966   0.055030
0.735169   0.062727
0.690338   0.069726
0.643856   0.075777
0.596064   0.080708
0.547330   0.084531
0.498288   0.087141
0.449272   0.088341
0.400592   0.088199
0.352742   0.086855
0.306248   0.084371
0.261604   0.080802
0.219296   0.076196
0.179743   0.070615
0.143372   0.064126
0.110502   0.056817
0.081485   0.048795
0.056518   0.040187
0.035873   0.031189
0.019660   0.022005
0.008118   0.012967
0.001394   0.004469
0.001039   0.003754
0.000308   0.001855
0.000001   0.000091
0.000250  -0.001671
0.000632  -0.002862
0.000915  -0.003559
0.006099  -0.010998
0.016371  -0.019451
0.031347  -0.027791
0.050767  -0.035619
0.074629  -0.042738
0.102659  -0.048948
0.134765  -0.054145
0.170598  -0.058239
0.209956  -0.061194
0.252411  -0.062996
0.297656  -0.063666
0.345187  -0.063248
0.394605  -0.061807
0.445343  -0.059431
0.496925  -0.056213
0.548737  -0.052268
0.600249  -0.047696
0.650829  -0.042590
0.699974  -0.037023
0.747128  -0.031105
0.791833  -0.024939
0.833594  -0.018671
0.872254  -0.012170
0.907866  -0.006512
0.939211  -0.002526
0.965020  -0.000329
0.984215   0.000393
0.996021   0.000244
1.000000   0.000000
