NREL's S808 Airfoil
   x/c       y/c
1.00000   0.00000
0.99633   0.00084
0.98573   0.00362
0.96918   0.00846
0.94763   0.01493
0.92165   0.02226
0.89127   0.02978
0.85638   0.03736
0.81729   0.04519
0.77460   0.05331
0.72894   0.06161
0.68096   0.06992
0.63130   0.07806
0.58062   0.08579
0.52953   0.09289
0.47862   0.09910
0.42844   0.10417
0.37948   0.10789
0.33221   0.11006
0.28703   0.11052
0.24429   0.10916
0.20429   0.10593
0.16731   0.10081
0.13357   0.09387
0.10327   0.08522
0.07657   0.07503
0.05363   0.06354
0.03461   0.05102
0.01961   0.03773
0.00869   0.02407
0.00201   0.01058
0.00000   0.00000
0.00007  -0.00200
0.00384  -0.01426
0.01303  -0.02715
0.02656  -0.04024
0.04411  -0.05308
0.06534  -0.06531
0.08991  -0.07653
0.11748  -0.08631
0.14770  -0.09408
0.18060  -0.09915
0.21648  -0.10128
0.25536  -0.10051
0.29732  -0.09686
0.34238  -0.09071
0.39026  -0.08249
0.44063  -0.07262
0.49310  -0.06161
0.54712  -0.05000
0.60208  -0.03836
0.65719  -0.02729
0.71158  -0.01731
0.76425  -0.00887
0.81414  -0.00231
0.86013   0.00219
0.90112   0.00465
0.93608   0.00525
0.96412   0.00432
0.98431   0.00244
0.99616   0.00068
1.00000   0.00000
