NREL's S807 Airfoil
   x/c       y/c
1.00000   0.00000
0.99646   0.00082
0.98629   0.00351
0.97045   0.00810
0.94987   0.01410
0.92503   0.02067
0.89590   0.02712
0.86227   0.03329
0.82433   0.03941
0.78256   0.04554
0.73751   0.05167
0.68974   0.05777
0.63986   0.06376
0.58850   0.06958
0.53634   0.07514
0.48405   0.08033
0.43231   0.08503
0.38181   0.08909
0.33324   0.09233
0.28733   0.09444
0.24461   0.09497
0.20533   0.09343
0.16944   0.08940
0.13650   0.08294
0.10642   0.07466
0.07953   0.06509
0.05614   0.05453
0.03650   0.04332
0.02084   0.03177
0.00939   0.02024
0.00237   0.00909
0.00000   0.00000
0.00003  -0.00105
0.00364  -0.01032
0.01334  -0.01969
0.02802  -0.02928
0.04736  -0.03877
0.07102  -0.04800
0.09863  -0.05674
0.12982  -0.06479
0.16418  -0.07192
0.20129  -0.07791
0.24069  -0.08252
0.28191  -0.08547
0.32444  -0.08628
0.36824  -0.08429
0.41366  -0.07933
0.46091  -0.07162
0.51026  -0.06166
0.56158  -0.05048
0.61419  -0.03902
0.66725  -0.02798
0.71982  -0.01798
0.77085  -0.00950
0.81926  -0.00289
0.86392   0.00170
0.90376   0.00427
0.93778   0.00500
0.96509   0.00420
0.98477   0.00238
0.99628   0.00066
1.00000   0.00000
