NREL's S813 Airfoil
   x/c       y/c
1.00000   0.00000
0.99626   0.00057
0.98539   0.00259
0.96820   0.00644
0.94559   0.01202
0.91823   0.01890
0.88649   0.02669
0.85064   0.03527
0.81126   0.04473
0.76921   0.05491
0.72532   0.06549
0.68048   0.07589
0.63530   0.08526
0.58991   0.09277
0.54414   0.09799
0.49785   0.10089
0.45109   0.10174
0.40425   0.10092
0.35786   0.09864
0.31245   0.09505
0.26852   0.09026
0.22656   0.08441
0.18702   0.07761
0.15034   0.07001
0.11693   0.06173
0.08714   0.05294
0.06130   0.04377
0.03971   0.03441
0.02259   0.02504
0.01017   0.01587
0.00261   0.00713
0.00000   0.00000
0.00002  -0.00057
0.00355  -0.00747
0.01332  -0.01450
0.02821  -0.02162
0.04797  -0.02848
0.07237  -0.03492
0.10117  -0.04077
0.13406  -0.04595
0.17071  -0.05036
0.21075  -0.05394
0.25375  -0.05664
0.29926  -0.05843
0.34677  -0.05927
0.39578  -0.05914
0.44572  -0.05801
0.49604  -0.05580
0.54617  -0.05237
0.59573  -0.04745
0.64476  -0.04084
0.69355  -0.03305
0.74176  -0.02508
0.78848  -0.01771
0.83277  -0.01138
0.87364  -0.00638
0.91013  -0.00283
0.94134  -0.00066
0.96649   0.00032
0.98493   0.00047
0.99620   0.00019
1.00000   0.00000
